Filepath,Text,Language
train/hindi/A_image_1164_53.jpg,मुख्यमंत्री,hindi
train/hindi/A_image_1164_54.jpg,तरुण,hindi
train/hindi/A_image_1164_55.jpg,श्री,hindi
train/hindi/A_image_1164_56.jpg,सरकार,hindi
train/hindi/A_image_1164_57.jpg,भारत,hindi
train/hindi/A_image_1164_58.jpg,मंत्री,hindi
train/hindi/A_image_1164_59.jpg,असम,hindi
train/hindi/A_image_1164_60.jpg,राज्यपाल,hindi
train/hindi/A_image_1164_61.jpg,आचार्य,hindi
train/hindi/A_image_1164_62.jpg,बालकृष्णअ,hindi
train/hindi/A_image_1164_63.jpg,पद्‍मनाभ,hindi
train/hindi/A_image_1164_64.jpg,श्री,hindi
train/hindi/A_image_1164_73.jpg,उपस्थिति,hindi
train/hindi/A_image_1164_74.jpg,गरिमामयी,hindi
train/hindi/A_image_1164_81.jpg,द्वारा,hindi
train/hindi/A_image_1164_82.jpg,कमलों,hindi
train/hindi/A_image_1164_83.jpg,कर,hindi
train/hindi/A_image_1164_84.jpg,के,hindi
train/hindi/A_image_1164_85.jpg,प्रधानमंत्री,hindi
train/hindi/A_image_1164_86.jpg,समर्पण,hindi
train/hindi/A_image_1164_87.jpg,को,hindi
train/hindi/A_image_1164_88.jpg,राष्ट्र ,hindi
train/hindi/A_image_1164_89.jpg,कॉम्प्लेक्स,hindi
train/hindi/A_image_1164_90.jpg,क्रैकर,hindi
train/hindi/A_image_1164_91.jpg,ब्रह्मपुत्र,hindi
train/hindi/A_image_1195_0.jpg,तिरुवनंतपुरम,hindi
train/hindi/A_image_1195_2.jpg,कन्याकुमारी,hindi
train/hindi/A_image_1195_3.jpg,डिब्रुगढ़,hindi
train/hindi/A_image_125_10.jpg,श्रीमती,hindi
train/hindi/A_image_125_119.jpg,श्री,hindi
train/hindi/A_image_125_12.jpg,मंत्री,hindi
train/hindi/A_image_125_120.jpg,नरेन्द्र,hindi
train/hindi/A_image_125_121.jpg,प्रधान,hindi
train/hindi/A_image_125_123.jpg,सम्पन्न,hindi
train/hindi/A_image_125_124.jpg,किया,hindi
train/hindi/A_image_125_125.jpg,उपस्थिति,hindi
train/hindi/A_image_125_126.jpg,श्री,hindi
train/hindi/A_image_125_127.jpg,"पि,",hindi
train/hindi/A_image_125_128.jpg,वालकृष्ण,hindi
train/hindi/A_image_125_129.jpg,आच,hindi
train/hindi/A_image_125_13.jpg,असम,hindi
train/hindi/A_image_125_130.jpg,श्री,hindi
train/hindi/A_image_125_131.jpg,तरुण,hindi
train/hindi/A_image_125_132.jpg,गोगोई,hindi
train/hindi/A_image_125_133.jpg,मुख्‍य,hindi
train/hindi/A_image_125_135.jpg,श्री,hindi
train/hindi/A_image_125_136.jpg,शरत,hindi
train/hindi/A_image_125_137.jpg,बरकोतोक,hindi
train/hindi/A_image_125_138.jpg,"शिक्षा,",hindi
train/hindi/A_image_125_14.jpg,राज्यपाल,hindi
train/hindi/A_image_125_140.jpg,जनवरी,hindi
train/hindi/A_image_125_16.jpg,संस्था,hindi
train/hindi/A_image_125_17.jpg,प्रौद्योगिकी,hindi
train/hindi/A_image_125_18.jpg,भारतीय,hindi
train/hindi/A_image_125_2.jpg,लोक,hindi
train/hindi/A_image_125_3.jpg,और,hindi
train/hindi/A_image_125_4.jpg,पेंशन,hindi
train/hindi/A_image_125_5.jpg,विकास,hindi
train/hindi/A_image_125_6.jpg,संसाधन,hindi
train/hindi/A_image_125_7.jpg,मानव,hindi
train/hindi/A_image_125_8.jpg,जूविन,hindi
train/hindi/A_image_125_9.jpg,स्मृति,hindi
train/hindi/A_image_129_16.jpg,प्रबंधक,hindi
train/hindi/A_image_129_17.jpg,लीगांव,hindi
train/hindi/A_image_129_19.jpg,सेवा,hindi
train/hindi/A_image_129_6.jpg,धर्मः,hindi
train/hindi/A_image_129_7.jpg,परमो,hindi
train/hindi/A_image_162_0.jpg,सत्यमेव,hindi
train/hindi/A_image_162_9.jpg,जयते,hindi
train/hindi/A_image_19_2.jpg,प्रस्थान,hindi
train/hindi/A_image_19_5.jpg,प्रवेश,hindi
train/hindi/A_image_20_14.jpg,द्वार,hindi
train/hindi/A_image_20_16.jpg,द्वार,hindi
train/hindi/A_image_20_7.jpg,द्वार,hindi
train/hindi/A_image_20_9.jpg,द्वार,hindi
train/hindi/A_image_2145_0.jpg,गुवाहा,hindi
train/hindi/A_image_2145_3.jpg,जोरहाट,hindi
train/hindi/A_image_2145_6.jpg,टाउन,hindi
train/hindi/A_image_2145_7.jpg,पू.सी.N.F. 02614,hindi
train/hindi/A_image_22_37.jpg,पावरग्रिड,hindi
train/hindi/A_image_23_29.jpg,पावरग्रिड,hindi
train/hindi/A_image_2395_20.jpg,(इंडियनऑयल),hindi
train/hindi/A_image_24_17.jpg,पावरग्रिड,hindi
train/hindi/A_image_2405_1.jpg,ग्रन्थागार,hindi
train/hindi/A_image_2408_15.jpg,राष्ट्रीय,hindi
train/hindi/A_image_2408_17.jpg,जोरहाट,hindi
train/hindi/A_image_2408_3.jpg,जोरहाट,hindi
train/hindi/A_image_2408_4.jpg,संस्थान,hindi
train/hindi/A_image_244_10.jpg,आधारशिला,hindi
train/hindi/A_image_244_11.jpg,अंतर्गत),hindi
train/hindi/A_image_244_12.jpg,योजना,hindi
train/hindi/A_image_244_13.jpg,स्वास्थ्य,hindi
train/hindi/A_image_244_14.jpg,(प्रधान,hindi
train/hindi/A_image_244_15.jpg,"संस्थान,",hindi
train/hindi/A_image_244_16.jpg,भारतीय,hindi
train/hindi/A_image_244_17.jpg,करकमलों,hindi
train/hindi/A_image_244_18.jpg,जी,hindi
train/hindi/A_image_244_19.jpg,मोदी,hindi
train/hindi/A_image_244_20.jpg,नरेन्द्र,hindi
train/hindi/A_image_244_21.jpg,श्री,hindi
train/hindi/A_image_244_22.jpg,सरकार,hindi
train/hindi/A_image_244_23.jpg,मंत्रालय,hindi
train/hindi/A_image_244_24.jpg,कल्याण,hindi
train/hindi/A_image_244_25.jpg,परिवार,hindi
train/hindi/A_image_244_26.jpg,स्वास्थ्य,hindi
train/hindi/A_image_244_3.jpg,कुलालं,hindi
train/hindi/A_image_244_4.jpg,फग्गन सिं,hindi
train/hindi/A_image_244_48.jpg,और,hindi
train/hindi/A_image_244_49.jpg,भारत,hindi
train/hindi/A_image_244_5.jpg,असम,hindi
train/hindi/A_image_244_50.jpg,प्रधान,hindi
train/hindi/A_image_244_51.jpg,मंत्री,hindi
train/hindi/A_image_244_52.jpg,के,hindi
train/hindi/A_image_244_53.jpg,द्वारा,hindi
train/hindi/A_image_244_54.jpg,अखिल,hindi
train/hindi/A_image_244_56.jpg,गुवाहाटी,hindi
train/hindi/A_image_244_57.jpg,मंत्री,hindi
train/hindi/A_image_244_58.jpg,सुरक्षा,hindi
train/hindi/A_image_244_59.jpg,ना के,hindi
train/hindi/A_image_244_6.jpg,पुरोहित,hindi
train/hindi/A_image_244_60.jpg,की,hindi
train/hindi/A_image_244_61.jpg,रखी,hindi
train/hindi/A_image_244_62.jpg,गई,hindi
train/hindi/A_image_244_63.jpg,श्री,hindi
train/hindi/A_image_244_64.jpg,"राज्यपाल,",hindi
train/hindi/A_image_244_66.jpg,न सिंह कु,hindi
train/hindi/A_image_244_7.jpg,बनवारीलाल,hindi
train/hindi/A_image_244_8.jpg,उपस्थिति,hindi
train/hindi/A_image_244_9.jpg,गरिमामयी,hindi
train/hindi/A_image_248_10.jpg,उपभोक्ता,hindi
train/hindi/A_image_248_15.jpg,पासवान,hindi
train/hindi/A_image_248_16.jpg,सरकार,hindi
train/hindi/A_image_248_20.jpg,विभाग,hindi
train/hindi/A_image_248_26.jpg,मामले,hindi
train/hindi/A_image_248_27.jpg,उपभोक्ता,hindi
train/hindi/A_image_248_3.jpg,भारत,hindi
train/hindi/A_image_248_32.jpg,गुवाहाटी,hindi
train/hindi/A_image_248_33.jpg,राष्ट्रीय,hindi
train/hindi/A_image_248_37.jpg,जयते,hindi
train/hindi/A_image_248_38.jpg,सत्यमेव,hindi
train/hindi/A_image_248_40.jpg,भवन,hindi
train/hindi/A_image_248_41.jpg,प्रयोगशाला,hindi
train/hindi/A_image_248_42.jpg,सह,hindi
train/hindi/A_image_248_46.jpg,उद्‌घाटन,hindi
train/hindi/A_image_248_50.jpg,कार्यालय,hindi
train/hindi/A_image_248_51.jpg,परीक्षण,hindi
train/hindi/A_image_248_52.jpg,शाला,hindi
train/hindi/A_image_248_53.jpg,खाद्य,hindi
train/hindi/A_image_248_54.jpg,एवं,hindi
train/hindi/A_image_248_55.jpg,सार्वजनिक,hindi
train/hindi/A_image_248_56.jpg,वितरण,hindi
train/hindi/A_image_248_57.jpg,मंत्रालय,hindi
train/hindi/A_image_248_61.jpg,उपभोक्ता,hindi
train/hindi/A_image_248_62.jpg,मामले,hindi
train/hindi/A_image_248_63.jpg,भारत,hindi
train/hindi/A_image_248_66.jpg,मुख्य,hindi
train/hindi/A_image_248_67.jpg,अतिथि,hindi
train/hindi/A_image_248_68.jpg,श्री,hindi
train/hindi/A_image_248_69.jpg,रामविलास,hindi
train/hindi/A_image_248_71.jpg,माननीय,hindi
train/hindi/A_image_248_72.jpg,मंत्री,hindi
train/hindi/A_image_248_73.jpg,खाद्य,hindi
train/hindi/A_image_248_74.jpg,एवं,hindi
train/hindi/A_image_248_75.jpg,सार्वजनिक,hindi
train/hindi/A_image_248_76.jpg,वितरण,hindi
train/hindi/A_image_248_8.jpg,मंत्रालय,hindi
train/hindi/A_image_248_9.jpg,मामले,hindi
train/hindi/A_image_2585_11.jpg,सिलचर,hindi
train/hindi/A_image_2586_1.jpg,शिलचर,hindi
train/hindi/A_image_2586_2.jpg,स्टेशन,hindi
train/hindi/A_image_2586_3.jpg,शहीद,hindi
train/hindi/A_image_2586_5.jpg,भाषा,hindi
train/hindi/A_image_2589_14.jpg,इंडिया,hindi
train/hindi/A_image_2589_24.jpg,नाइटेड,hindi
train/hindi/A_image_2589_25.jpg,बैंक,hindi
train/hindi/A_image_2589_26.jpg,ऑफ़,hindi
train/hindi/A_image_26_55.jpg,-अंतराष्ट्रीय,hindi
train/hindi/A_image_26_56.jpg,जाँच-,hindi
train/hindi/A_image_26_57.jpg,सुरक्षा,hindi
train/hindi/A_image_26_59.jpg,-अंतर्देशीय,hindi
train/hindi/A_image_26_60.jpg,सुरक्षा,hindi
train/hindi/A_image_26_62.jpg,चेक-इन,hindi
train/hindi/A_image_26_67.jpg,जाँच-,hindi
train/hindi/A_image_26_75.jpg,प्रसाधन /,hindi
train/hindi/A_image_26_76.jpg,पेय जल,hindi
train/hindi/A_image_2628_0.jpg,आगमन,hindi
train/hindi/A_image_2893_1.jpg,शिलचर,hindi
train/hindi/A_image_2893_2.jpg,स्टेशन,hindi
train/hindi/A_image_2893_5.jpg,सिलचर,hindi
train/hindi/A_image_2893_7.jpg,शहीद,hindi
train/hindi/A_image_2893_8.jpg,भाषा,hindi
train/hindi/A_image_2895_2.jpg,शिलचर,hindi
train/hindi/A_image_2897_2.jpg,शिलचर ,hindi
train/hindi/A_image_2899_0.jpg,आगमन,hindi
train/hindi/A_image_2899_4.jpg,सिलचर,hindi
train/hindi/A_image_2899_5.jpg,विमानपत्तन,hindi
train/hindi/A_image_2903_3.jpg,ए टी एम,hindi
train/hindi/A_image_2903_32.jpg,शिलचर,hindi
train/hindi/A_image_2904_3.jpg,बैंक,hindi
train/hindi/A_image_2904_58.jpg,एटीएम,hindi
train/hindi/A_image_2904_6.jpg,शिलचर,hindi
train/hindi/A_image_2906_12.jpg,स‍र,hindi
train/hindi/A_image_2906_13.jpg,जमशेदजी,hindi
train/hindi/A_image_2906_14.jpg,टाटा,hindi
train/hindi/A_image_2906_15.jpg,व्यापार ,hindi
train/hindi/A_image_2906_16.jpg,प्रबन्धन,hindi
train/hindi/A_image_2906_17.jpg,विस्तार,hindi
train/hindi/A_image_2906_4.jpg,भवन,hindi
train/hindi/A_image_2952_9.jpg,शहीद,hindi
train/hindi/A_image_2956_8.jpg,डॆनि,hindi
train/hindi/A_image_3178_1.jpg,महिषासन,hindi
train/hindi/A_image_3178_2.jpg,करिमगंज,hindi
train/hindi/A_image_3178_3.jpg,शिलचर,hindi
train/hindi/A_image_3423_2.jpg,प्रत्नकीर्तिमपासृणु,hindi
train/hindi/A_image_3478_12.jpg,केदारमल,hindi
train/hindi/A_image_3478_13.jpg,चेरिटेबुल,hindi
train/hindi/A_image_3478_14.jpg,ट्रस्ट,hindi
train/hindi/A_image_3478_15.jpg,दारा,hindi
train/hindi/A_image_3478_16.jpg,निर्मित,hindi
train/hindi/A_image_3478_17.jpg,इस,hindi
train/hindi/A_image_3478_18.jpg,द्याट,hindi
train/hindi/A_image_3478_19.jpg,का,hindi
train/hindi/A_image_3478_20.jpg,उद्घाटन,hindi
train/hindi/A_image_3478_21.jpg,दिनांक,hindi
train/hindi/A_image_3478_23.jpg,अगस्त,hindi
train/hindi/A_image_3478_25.jpg,को,hindi
train/hindi/A_image_3478_4.jpg,गया,hindi
train/hindi/A_image_3478_5.jpg,किया,hindi
train/hindi/A_image_3478_7.jpg,बगड़िया,hindi
train/hindi/A_image_3478_8.jpg,बद्रीनारायण,hindi
train/hindi/A_image_3478_9.jpg,श्री,hindi
train/hindi/A_image_3516_136.jpg,प्रधानमंत्री,hindi
train/hindi/A_image_3516_137.jpg,आरोग्य,hindi
train/hindi/A_image_3545_10.jpg,प्रत्नकीर्तिमपावृणु,hindi
train/hindi/A_image_3545_8.jpg,जयते,hindi
train/hindi/A_image_3545_9.jpg,सत्यमेव ज,hindi
train/hindi/A_image_3584_5.jpg,मठ,hindi
train/hindi/A_image_3584_6.jpg,तेजपुर,hindi
train/hindi/A_image_368_10.jpg,राज्य,hindi
train/hindi/A_image_368_11.jpg,बीमा ,hindi
train/hindi/A_image_368_12.jpg,निगम,hindi
train/hindi/A_image_368_13.jpg,मॉडल:,hindi
train/hindi/A_image_368_14.jpg,"बेलतोला,",hindi
train/hindi/A_image_368_17.jpg,शिलान्यास,hindi
train/hindi/A_image_368_4.jpg,के,hindi
train/hindi/A_image_368_5.jpg,(असम),hindi
train/hindi/A_image_368_6.jpg,गुवाहाटी,hindi
train/hindi/A_image_368_7.jpg,"अस्पताल,",hindi
train/hindi/A_image_368_8.jpg,ईएसआईसी,hindi
train/hindi/A_image_368_9.jpg,कर्मचारी,hindi
train/hindi/A_image_391_11.jpg,श्रीश्री,hindi
train/hindi/A_image_391_12.jpg,अश्वक्लानता,hindi
train/hindi/A_image_391_13.jpg,देवालय,hindi
train/hindi/A_image_391_14.jpg,में,hindi
train/hindi/A_image_391_15.jpg,स्वागत,hindi
train/hindi/A_image_391_6.jpg,है,hindi
train/hindi/A_image_3950_10.jpg,मानसिक,hindi
train/hindi/A_image_3950_11.jpg,बरदले,hindi
train/hindi/A_image_3950_12.jpg,गोपीनाथ,hindi
train/hindi/A_image_3950_13.jpg,लोकप्रिय,hindi
train/hindi/A_image_3950_15.jpg,क्षेत्रीय,hindi
train/hindi/A_image_3950_8.jpg,प्रतिष्ठान,hindi
train/hindi/A_image_3950_9.jpg,स्वास्थ्य,hindi
train/hindi/A_image_4383_0.jpg,मन्दिर,hindi
train/hindi/A_image_4383_1.jpg,बाघेश्वरी,hindi
train/hindi/A_image_4383_3.jpg,मा,hindi
train/hindi/A_image_4482_34.jpg,जयते,hindi
train/hindi/A_image_4482_35.jpg,सत्यमेव,hindi
train/hindi/A_image_4536_2.jpg,धुबड़ी,hindi
train/hindi/A_image_4545_0.jpg,धुबरी,hindi
train/hindi/A_image_461_11.jpg,गुवाहाटी,hindi
train/hindi/A_image_461_15.jpg,इंडियन,hindi
train/hindi/A_image_461_16.jpg,ऑयल,hindi
train/hindi/A_image_461_8.jpg,रिफाइनरी,hindi
train/hindi/A_image_4891_5.jpg,प्रस्थान,hindi
train/hindi/A_image_5113_14.jpg,ॐ,hindi
train/hindi/A_image_5202_14.jpg,जीवन,hindi
train/hindi/A_image_5202_19.jpg,बीमा,hindi
train/hindi/A_image_5202_2.jpg,निगम,hindi
train/hindi/A_image_5202_4.jpg,जीवन,hindi
train/hindi/A_image_5202_5.jpg,भारतीय,hindi
train/hindi/A_image_5202_9.jpg,भारतीय,hindi
train/hindi/A_image_5314_1.jpg,होजाई,hindi
train/hindi/A_image_5409_1.jpg,मन्टरडिसा,hindi
train/hindi/A_image_5415_10.jpg,जं.,hindi
train/hindi/A_image_5415_9.jpg,मरियानी,hindi
train/hindi/A_image_5507_10.jpg,डाक,hindi
train/hindi/A_image_5507_11.jpg,भारतीय,hindi
train/hindi/A_image_5507_7.jpg,कमलाबारी,hindi
train/hindi/A_image_5562_2.jpg,श्रीश्रीमाहे,hindi
train/hindi/A_image_5562_4.jpg,मलमफरदम,hindi
train/hindi/A_image_5562_6.jpg,श्री श्रीस्वर्ग,hindi
train/hindi/A_image_5562_7.jpg,देवश्रीराजेरव,hindi
train/hindi/A_image_5600_8.jpg,भारतीय,hindi
train/hindi/A_image_5740_3.jpg,दिफू,hindi
train/hindi/A_image_5741_2.jpg,दिफू,hindi
train/hindi/A_image_5742_1.jpg,एक्सप्रेस ,hindi
train/hindi/A_image_5742_7.jpg,असम,hindi
train/hindi/A_image_5742_8.jpg,अवध ,hindi
train/hindi/A_image_5991_2.jpg,वन्दरखाल ,hindi
train/hindi/A_image_5992_1.jpg,बन्दरखाल,hindi
train/hindi/A_image_5995_3.jpg,गहपुर,hindi
train/hindi/A_image_678_16.jpg,महाप्रभु,hindi
train/hindi/A_image_678_17.jpg,शुक्रेश्वर,hindi
train/hindi/A_image_678_18.jpg,देवालय,hindi
train/hindi/A_image_678_5.jpg,श्री,hindi
train/hindi/A_image_678_6.jpg,श्री,hindi
train/hindi/A_image_695_23.jpg,शराईघाट,hindi
train/hindi/A_image_695_24.jpg,पुल,hindi
train/hindi/A_image_716_11.jpg,राजधानी,hindi
train/hindi/A_image_716_12.jpg,एक्सप्रेस,hindi
train/hindi/A_image_716_4.jpg,सामान,hindi
train/hindi/A_image_716_8.jpg,पूसी,hindi
train/hindi/A_image_72_2.jpg,देवालय,hindi
train/hindi/A_image_72_3.jpg,जनार्दन,hindi
train/hindi/A_image_72_8.jpg,श्री,hindi
train/hindi/A_image_72_9.jpg,श्री,hindi
train/hindi/A_image_776_13.jpg,प्रसार,hindi
train/hindi/A_image_776_14.jpg,भारती,hindi
train/hindi/A_image_776_15.jpg,भारतीय,hindi
train/hindi/A_image_776_16.jpg,प्रसारण,hindi
train/hindi/A_image_776_17.jpg,निगम),hindi
train/hindi/A_image_776_4.jpg,डिब्रूगढ़,hindi
train/hindi/A_image_776_5.jpg,आकाशवाणी,hindi
train/hindi/A_image_781_10.jpg,गेस,hindi
train/hindi/A_image_781_11.jpg,संयंत्र,hindi
train/hindi/A_image_781_12.jpg,शक्ति,hindi
train/hindi/A_image_781_13.jpg,नीपको,hindi
train/hindi/A_image_781_20.jpg,आधारित,hindi
train/hindi/A_image_781_3.jpg,बकुलनि,hindi
train/hindi/A_image_781_9.jpg,असम,hindi
train/hindi/A_image_785_1.jpg,डब्ल्यू डी पी 4,hindi
train/hindi/A_image_785_4.jpg,डिब्रुगढ़,hindi
train/hindi/A_image_827_5.jpg,डिब्रुगढ़ ,hindi
train/hindi/A_image_827_7.jpg,जी,hindi
train/hindi/A_image_895_2.jpg,डिबुगढ़,hindi
train/hindi/A_image_899_1.jpg,डिब्रुगढ,hindi
train/hindi/A_image_903_33.jpg,नियतं कुरूकर्म,hindi
train/hindi/A_image_906_3.jpg,डिब्रूगढ़,hindi
train/hindi/A_image_909_11.jpg,डिब्रूगढ़,hindi
train/hindi/A_image_909_12.jpg,केन्द्र,hindi
train/hindi/A_image_909_13.jpg,दूरदर्शन,hindi
train/hindi/A_image_909_14.jpg,प्रसारण,hindi
train/hindi/A_image_909_15.jpg,भारतीय,hindi
train/hindi/A_image_909_16.jpg,भारती,hindi
train/hindi/A_image_909_17.jpg,प्रसार,hindi
train/hindi/A_image_909_18.jpg,निगम,hindi
train/hindi/A_image_909_27.jpg,दूरदर्शन,hindi
train/hindi/A_image_909_28.jpg,सत्यम्,hindi
train/hindi/A_image_909_29.jpg,शिवम्,hindi
train/hindi/A_image_909_30.jpg,सुन्दरम्,hindi
train/hindi/B_image_104_10.jpg,প্যালেস ,hindi
train/hindi/B_image_11_0.jpg,प्लेटफार्म,hindi
train/hindi/B_image_123_1.jpg,किया‌,hindi
train/hindi/B_image_123_10.jpg,भी,hindi
train/hindi/B_image_123_100.jpg,दुर्लभ,hindi
train/hindi/B_image_123_101.jpg,टिकट,hindi
train/hindi/B_image_123_102.jpg,रेलवे,hindi
train/hindi/B_image_123_103.jpg,विभिन्न,hindi
train/hindi/B_image_123_104.jpg,के,hindi
train/hindi/B_image_123_105.jpg,कवरों,hindi
train/hindi/B_image_123_106.jpg,प्रमुखता,hindi
train/hindi/B_image_123_107.jpg,साथ,hindi
train/hindi/B_image_123_108.jpg,गये,hindi
train/hindi/B_image_123_109.jpg,डाक,hindi
train/hindi/B_image_123_11.jpg,साक्षी,hindi
train/hindi/B_image_123_110.jpg,वाष्प,hindi
train/hindi/B_image_123_111.jpg,तथा,hindi
train/hindi/B_image_123_112.jpg,लोकोमोटिवों,hindi
train/hindi/B_image_123_113.jpg,से,hindi
train/hindi/B_image_123_114.jpg,हैं,hindi
train/hindi/B_image_123_115.jpg,डाक,hindi
train/hindi/B_image_123_116.jpg,की,hindi
train/hindi/B_image_123_117.jpg,में,hindi
train/hindi/B_image_123_118.jpg,एक,hindi
train/hindi/B_image_123_119.jpg,संग्रह,hindi
train/hindi/B_image_123_12.jpg,इतिहास,hindi
train/hindi/B_image_123_120.jpg,है,hindi
train/hindi/B_image_123_121.jpg,प्राचीन,hindi
train/hindi/B_image_123_122.jpg,दस्तावेज,hindi
train/hindi/B_image_123_123.jpg,इस्तहार,hindi
train/hindi/B_image_123_124.jpg,भारत,hindi
train/hindi/B_image_123_125.jpg,रेलवे,hindi
train/hindi/B_image_123_126.jpg,सम्पन्न,hindi
train/hindi/B_image_123_127.jpg,वि‍स्‍तृत,hindi
train/hindi/B_image_123_128.jpg,के‌,hindi
train/hindi/B_image_123_13.jpg,एवं,hindi
train/hindi/B_image_123_130.jpg,रुप,hindi
train/hindi/B_image_123_131.jpg,में,hindi
train/hindi/B_image_123_132.jpg,आज,hindi
train/hindi/B_image_123_133.jpg,मौजुद है,hindi
train/hindi/B_image_123_134.jpg,समय,hindi
train/hindi/B_image_123_135.jpg,परीक्षा,hindi
train/hindi/B_image_123_136.jpg,में,hindi
train/hindi/B_image_123_137.jpg,इन,hindi
train/hindi/B_image_123_138.jpg,को,hindi
train/hindi/B_image_123_139.jpg,रेलवे,hindi
train/hindi/B_image_123_14.jpg,की,hindi
train/hindi/B_image_123_140.jpg,मूल्यवान,hindi
train/hindi/B_image_123_141.jpg,के‌,hindi
train/hindi/B_image_123_142.jpg,में,hindi
train/hindi/B_image_123_143.jpg,संरक्षित,hindi
train/hindi/B_image_123_144.jpg,है,hindi
train/hindi/B_image_123_15.jpg,में,hindi
train/hindi/B_image_123_16.jpg,पूर्वी,hindi
train/hindi/B_image_123_17.jpg,तथा,hindi
